Block ID,Type,Code,Name,Catalog Year
RA003621,CONC,267F,Conc in Environmental Politics & Policy Analysis,2016 - 2020
RA003622,MAJOR,446A,Cert in Middle & Secondary Education,2016 - 2019
RA003623,DEGREE,MA_204F,Master of Arts,2016 - 2017
RA003624,DEGREE,UCERT_609A_2,Certificate in Non-Profit Management,2009 - 9999
RA003625,CONC,201C,Conc in Biological Anthropology,2014 - 2014
RA003626,MAJOR,601A,Major in Global Studies,2016 - 2018
RA003627,DEGREE,MS_302B_2,Master of Science,2009 - 2017
RA003630,OTHER,ACCELEC,Electives,2015 - 2015
RA003631,OTHER,ACCELEC,Electives,2016 - 2018
RA003632,OTHER,CISELEC,Electives,2015 - 2015
RA003633,OTHER,CISELEC,Electives,2016 - 2018
RA003634,OTHER,FBIELEC,Electives,2015 - 2015
RA003635,OTHER,FBIELEC,Electives,2016 - 2018
RA003636,OTHER,ECOELEC,Electives,2015 - 2015
RA003637,OTHER,ECOELEC,Electives,2016 - 2018
RA003638,OTHER,RMIELEC,Electives,2015 - 2015
RA003639,OTHER,RMIELEC,Electives,2016 - 2018
RA003640,OTHER,HTMELEC,Electives,2015 - 2015
RA003641,OTHER,HTMELEC,Electives,2016 - 2018
RA003642,OTHER,SCMELEC,Electives,2016 - 2018
RA003643,OTHER,MGTELEC,Electives,2015 - 2015
RA003644,OTHER,MGTELEC,Electives,2016 - 2018
RA003645,OTHER,MKTELEC,Electives,2015 - 2015
RA003646,OTHER,MKTELEC,Electives,2016 - 2018
RA003647,OTHER,IBELEC,Electives,2015 - 2015
RA003648,OTHER,IBELEC,Electives,2016 - 2018
RA003649,OTHER,ESHON,Exercise Science Departmental Honors,2009 - 2025
RA003650,OTHER,COMADV,Major in Communication Advertising,2015 - 9999
RA003651,MINOR,840,Minor in Nutrition and Foods,2014 - 2014
RA003652,MAJOR,710A,Major in Apparel Design & Merchandising,2013 - 2014
RA003653,DEGREE,MA_255C_2,Master of Arts,2016 - 2017
RA003654,MINOR,131,Minor in Medieval Studies,2015 - 2017
RA003655,DEGREE,MA_264B_2,Master of Arts,2016 - 2017
RA003656,CONC,270B,Conc in Applied Physics,2014 - 2014
RA003657,CONC,270B,Conc in Applied Physics,2015 - 2015
RA003658,CONC,270B,Conc in Applied Physics,2016 - 2016
RA003659,DEGREE,UCERT_139A_2,Certificate in Experiential Interdisc Education,2013 - 2015
RA003660,MAJOR,830A,Major in Public Health,2017 - 2018
RA003661,DEGREE,830A,Public Health (GC),2017 - 2018
RA003662,DEGREE,BS_830A,Public Health (BS),2017 - 2018
RA003663,OTHER,HON,Honors College Requirements,2016 - 2019
RA003664,MAJOR,272*,Major in Political Science (BS),2014 - 2014
RA003665,CONC,549B,Conc in Art History,2017 - 2018
RA003666,CONC,549D,Concentration in Art Management,2017 - 2017
RA003667,MAJOR,511A,Major in Graphic Design,2017 - 2018
RA003668,MAJOR,507A,Major in Communication (Advertising),2017 - 2017
RA003669,MAJOR,525A,Major in Communication (ElecMedBrdcst),2017 - 2017
RA003670,MAJOR,585A,Major in Communication Studies,2017 - 2017
RA003671,MAJOR,517A,Major in Communication (Journalism),2017 - 2017
RA003672,MAJOR,521A,Major in Communication (Public Relations),2017 - 2017
RA003673,MINOR,532,Minor in Communication,2017 - 2024
RA003674,MAJOR,604*,Major in Sustainable Development (BS),2017 - 2021
RA003675,CONC,604B,Concentration in Agroecology & Sustainable Agricul,2017 - 2019
RA003676,CONC,604C,Concentration in Comm Regional & Global Dev,2017 - 2018
RA003677,CONC,604D,Conc in Environmental Studies,2017 - 2018
RA003678,MAJOR,581A,Major in Dance Studies,2017 - 2017
RA003679,MAJOR,576*,Major in Industrial Design,2017 - 2018
RA003680,CONC,576C,Concentration in Product Design,2017 - 2018
RA003681,CONC,549C,Conc in Studio Art,2017 - 2018
RA003682,MAJOR,513A,Major in Studio Art,2017 - 2018
RA003683,MINOR,505,Minor in Art History,2017 - 2018
RA003684,MINOR,513,Minor in Studio Art,2017 - 2021
RA003685,CONC,572E,Conc in Print/Packaging Production,2017 - 2017
RA003686,DEGREE,BS_572E,Graphic Arts & Imag Print/Packaging Prod (BS),2017 - 9999
RA003687,DEGREE,572E,Graphic Arts & Imag Print/Packaging Prod (GC),2017 - 9999
RA003688,MAJOR,603*,Major in Sustainable Development (BA w/ Conc),2017 - 2021
RA003689,CONC,603B,Conc in Environmental Studies,2017 - 2020
RA003690,DEGREE,BA_603B,Sustainable Develop Environmental Studies (BA),2017 - 2018
RA003691,DEGREE,603B,Sustainable Develop Environmental Studies (GC),2017 - 2018
RA003692,MAJOR,583A,Major in Commercial Photography,2017 - 2017
RA003693,MAJOR,572*,Major in Graphic Arts & Imaging,2017 - 9999
RA003694,CONC,572D,Conc in Cross Media Production,2017 - 2017
RA003695,MAJOR,281A,Major in Social Work,2017 - 2019
RA003696,MAJOR,809A,Major in Nursing (BSN),2017 - 2018
RA003697,DEGREE,809A,Nursing (GC),2017 - 2018
RA003698,DEGREE,BSN_809A,Nursing (BSN),2017 - 2018
RA003699,CONC,840B,Conc in Foods & Nutrition (Dietetics),2017 - 2017
RA003700,DEGREE,840B,Nutrition & Foods Dietetics (GC),2017 - 2018
RA003701,DEGREE,BS_840B,Nutrition & Foods Dietetics (BS),2017 - 2018
RA003702,MAJOR,565A,Major in Athletic Training,2017 - 2017
RA003703,MAJOR,584A,Major in Art Education (K-12),2017 - 2018
RA003704,MINOR,586,Minor in Theatre Arts,2017 - 2018
RA003705,MAJOR,825A,Major in Health & Physical Education (K-12),2017 - 2017
RA003706,CONC,840C,Conc in Foodsystems Management,2017 - 2017
RA003707,MAJOR,549*,Major in Art & Visual Culture,2017 - 2017
RA003708,MAJOR,567A,Major in Exercise Science,2017 - 2018
RA003709,CONC,567E,Conc in Clinical Exercise Physiology,2017 - 2018
RA003710,CONC,567B,Conc in Pre-Professional,2017 - 2018
RA003711,MINOR,831,Minor in Sport Science & Coaching,2017 - 9999
RA003712,MINOR,830,Minor in Public Health,2017 - 2021
RA003713,MINOR,346,Minor in Advanced Entrepreneurship,2017 - 9999
RA003714,CONC,315D,Conc in International Economics,2017 - 2018
RA003715,MINOR,347,Minor in Entrepreneurial Studies,2017 - 9999
RA003716,MAJOR,326A,Major in Finance & Banking,2017 - 2019
RA003717,MAJOR,337A,Major in International Business,2017 - 2018
RA003718,MINOR,337,Minor in International Business,2017 - 9999
RA003719,MAJOR,380A,Major in Risk Management & Insurance,2017 - 2017
RA003720,MAJOR,201A,Major in Anthropology,2017 - 2018
RA003721,CONC,201D,Conc in Archaeology,2017 - 2017
RA003722,CONC,202E,Conc in Social Practice & Sustainability (SPS),2017 - 2018
RA003723,CONC,202F,Conc in Sociocultural Anthropology,2017 - 2018
RA003724,MINOR,202,Minor in Evolutionary Anthropology & Primatology,2017 - 9999
RA003725,CONC,142B,Conc in Cell/Molecular Biology,2017 - 2018
RA003726,MAJOR,219A,Major in Computer Science,2017 - 2018
RA003727,MAJOR,214*,Major in Chemistry,2017 - 2018
RA003728,CONC,214H,Concentration in Forensic Science,2017 - 2020
RA003729,CONC,214I,Conc in Fermentation Sciences,2017 - 2020
RA003730,MAJOR,118A,Major in Fermentation Sciences,2017 - 2018
RA003731,CONC,214K,Conc in Biochemistry,2017 - 2020
RA003732,DEGREE,214K,Chemistry Biochemistry (GC),2017 - 2017
RA003733,DEGREE,BS_214K,Chemistry Biochemistry (BS),2017 - 2017
RA003734,MINOR,611,Minor in Africana Studies,2017 - 2017
RA003735,MINOR,151,Minor in New Media & Digital Cultures,2017 - 2017
RA003736,MINOR,143,Minor in Non-Profit Organizations,2017 - 2019
RA003737,CONC,233C,Conc in Professional Writing,2017 - 2017
RA003738,CONC,233D,Conc in Film Studies,2017 - 2018
RA003739,MAJOR,233*,Major in English,2017 - 2018
RA003740,MAJOR,234A,Major in English (Secondary Ed),2017 - 2018
RA003741,MINOR,138,Minor in Film Studies,2017 - 2022
RA003742,MAJOR,218A,Major in Community & Regional Planning,2017 - 2018
RA003743,MAJOR,241*,Major in Geography,2017 - 2018
RA003744,MAJOR,242A,Major in Geography,2017 - 2018
RA003745,MINOR,218,Minor in Community & Regional Planning,2017 - 2018
RA003746,MINOR,242,Minor in Geography,2017 - 2020
RA003747,CONC,259C,Conc in Environmental Geology,2017 - 2018
RA003748,CONC,259D,Conc in Paleontology,2017 - 2018
RA003749,CONC,259E,Conc in Quantitative Geoscience,2017 - 2018
RA003750,MINOR,126,Minor in Judaic Holocaust & Peace Studies,2017 - 2017
RA003751,MAJOR,220A,Major in Criminal Justice,2017 - 2017
RA003752,CONC,220B,Conc in Criminal Justice (International),2017 - 2019
RA003753,MAJOR,251A,Major in Psychology (BA),2017 - 2017
RA003754,MAJOR,252*,Major in Psychology (BS),2018 - 2018
RA003755,CONC,252D,Concentration in Business Psychology,2017 - 2024
RA003756,CONC,252C,Concentration in Natural Science,2017 - 2024
RA003757,CONC,252E,Concentration in Health Studies,2017 - 2024
RA003758,CONC,252F,Concentration in Human Services,2017 - 2024
RA003759,CONC,252G,Concentration in Social Science,2017 - 2024
RA003760,CONC,284M,Conc in Families & Intimate Relationships,2017 - 2017
RA003761,CONC,284N,Conc in Health & Aging,2017 - 2017
RA003762,MINOR,152,Minor in Animal Studies,2017 - 2022
RA003763,MINOR,144,Minor in Atmospheric Science,2017 - 2018
RA003764,MAJOR,220*,Major in Criminal Justice,2017 - 2017
RA003765,CONC,272C,Conc in American Politics,2017 - 2017
RA003766,MAJOR,272*,Major in Political Science (BS),2017 - 2018
RA003767,CONC,272D,Conc in Int'l & Comparative Politics,2017 - 2017
RA003768,CONC,272J,Conc in Pre-Professional Legal Studies,2017 - 2017
RA003769,CONC,272K,Conc in Public Administration,2017 - 2017
RA003770,MAJOR,116A,Major in History (Social Studies Education),2017 - 2017
RA003771,MAJOR,136*,Major in Languages Liter & Cultures (BA w/Conc),2017 - 9999
RA003772,CONC,136D,Conc in East Asian Languages & Cultures,2017 - 2018
RA003773,DEGREE,136D,LLC East Asian Languages & Cultures (GC),2017 - 2018
RA003774,DEGREE,BA_136D,LLC East Asian Languages & Cultures (BA),2017 - 2018
RA003775,CONC,136E,Conc in German,2017 - 2017
RA003776,DEGREE,BA_136E,LLC German (BA),2017 - 2018
RA003777,DEGREE,136E,LLC German (GC),2017 - 2018
RA003778,MAJOR,106A,Major in Actuarial Science,2017 - 2017
RA003779,DEGREE,106A,Mathematics Actuarial Science (GC),2017 - 2018
RA003780,DEGREE,BS_106A,Mathematics Actuarial Science (BS),2017 - 2018
RA003781,CONC,260D,Conc in Mathematics (Business),2017 - 2017
RA003782,CONC,260E,Conc in Mathematics (Computation),2017 - 2017
RA003783,CONC,260F,Conc in Mathematics (Life Science),2017 - 2017
RA003784,CONC,260G,Conc in Mathematics (Physical Science),2017 - 2017
RA003785,CONC,260H,Conc in Mathematics (Statistics),2017 - 2017
RA003786,CONC,260I,Conc in Math Secondary Education,2017 - 2017
RA003787,MAJOR,261A,Major in Mathematics (BA),2017 - 2017
RA003788,MAJOR,102A,Major in Religious Studies,2017 - 2018
RA003789,CONC,270B,Conc in Applied Physics,2017 - 2024
RA003790,MAJOR,270*,Major in Physics (BS),2017 - 2018
RA003791,CONC,252H,Concentration in Education Studies,2017 - 2018
RA003792,DEGREE,252H,Psychology Education Studies (GC),2017 - 2018
RA003793,DEGREE,BS_252H,Psychology Education Studies (BS),2017 - 2018
RA003794,CONC,252J,Concentration in Sustainability,2017 - 2017
RA003795,DEGREE,252J,Psychology Sustainability (GC),2017 - 2018
RA003796,DEGREE,BS_252J,Psychology Sustainability (BS),2017 - 2018
RA003797,MINOR,253,Minor in Gerontology,2017 - 2019
RA003798,MAJOR,441A,Major in Elementary Education,2017 - 2017
RA003799,MAJOR,441A,Major in Elementary Education,2016 - 2016
RA003800,CONC,456E,Conc in Tech Engineering & Design Education,2017 - 2017
RA003801,CONC,456F,Conc in Trade & Industry Education,2017 - 2017
RA003802,CONC,470B,Conc in Mid Grades Language Arts,2017 - 2018
RA003803,CONC,470C,Conc in Mid Grades Mathematics,2017 - 2018
RA003804,CONC,470D,Conc in Mid Grades Science,2017 - 2018
RA003805,CONC,470E,Conc in Mid Grades Social Studies,2017 - 2018
RA003806,MAJOR,478*,Major in Special Education,2017 - 2020
RA003807,CONC,510G,Conc in Child Development (B-K),2017 - 2017
RA003808,CONC,PUB,Conc in Public Health (SAC),2017 - 2017
RA003809,CONC,SSB,Conc in Social Studies (B) (SAC),2017 - 9999
RA003810,CONC,RTS,Conc in The Arts (SAC),2017 - 2018
RA003811,CONC,THR,Conc in Theatre Arts (SAC),2017 - 9999
RA003812,CONC,259G,Conc in Earth/Env Science Sec Edu,2017 - 2018
RA003813,DEGREE,259G,Geology Earth/Env Secondary Edu (GC),2017 - 2018
RA003814,DEGREE,BS_259G,Geology Earth/Env Secondary Edu (BS),2017 - 2018
RA003815,CONC,FRE,Conc in French (SAC),2017 - 2018
RA003816,CONC,GER,Conc in German (SAC),2017 - 2018
RA003817,CONC,LAT,Conc in Latin (SAC),2017 - 9999
RA003818,CONC,S S,Conc in Social Studies Non-El Ed (SAC),2017 - 2020
RA003819,CONC,SNH,Conc in Spanish (SAC),2017 - 2018
RA003820,DEGREE,550A_2,Interior Design (GC),2017 - 2018
RA003821,DEGREE,BS_550A_2,Interior Design (BS),2017 - 2018
RA003822,MAJOR,550A,Major in Interior Design,2017 - 2018
RA003823,DEGREE,BS_576B_2,Industrial Design Furniture Design (BS),2017 - 2018
RA003824,DEGREE,576B_2,Industrial Design Furniture Design (GC),2017 - 2018
RA003825,DEGREE,119A_2,Geology (GC),2015 - 2018
RA003826,DEGREE,244A_2,Geology (GC),2015 - 2018
RA003827,DEGREE,BA_119A_2,Geology (BA),2015 - 2018
RA003828,DEGREE,259C_2,Geology Environmental Geology (GC),2015 - 2018
RA003829,DEGREE,BS_259C_2,Geology Environmental Geology (BS),2015 - 2018
RA003830,DEGREE,259D_2,Geology Paleontology (GC),2015 - 2018
RA003831,DEGREE,BS_259D_2,Geology Paleontology (BS),2015 - 2018
RA003832,DEGREE,259E_2,Geology Quantitative Geoscience (GC),2015 - 2018
RA003833,DEGREE,BS_259E_2,Geology Quantitative Geoscience (BS),2015 - 2018
RA003834,DEGREE,259F_2,Geology Secondary Education (GC),2016 - 2016
RA003835,DEGREE,BS_259F_2,Geology Secondary Education (BS),2016 - 2016
RA003836,DEGREE,243A_2,Geology Secondary Education (GC),2009 - 2014
RA003837,DEGREE,BS_243A_2,Geology Secondary Education (BS),2009 - 2013
RA003838,DEGREE,121A_2,Environmental Science (GC),2015 - 9999
RA003839,DEGREE,BS_121A_2,Environmental Science (BS),2015 - 2018
RA003840,DEGREE,121B_2,Environmental Professional (GC),2015 - 9999
RA003841,DEGREE,BS_121B_2,Environmental Professional (BS),2015 - 9999
RA003842,DEGREE,119A_2,Geology (GC),2009 - 2014
RA003843,DEGREE,BA_119A_2,Geology (BA),2009 - 2014
RA003844,DEGREE,259C_2,Geology Environmental Geology (GC),2009 - 2014
RA003845,DEGREE,BS_259C_2,Geology Environmental Geology (BS),2009 - 2014
RA003846,DEGREE,259D_2,Geology Paleontology (GC),2009 - 2014
RA003847,DEGREE,BS_259D_2,Geology Paleontology (BS),2009 - 2014
RA003848,DEGREE,259E_2,Geology Quantitative Geoscience (GC),2009 - 2014
RA003849,DEGREE,BS_259E_2,Geology Quantitative Geoscience (BS),2009 - 2014
RA003850,DEGREE,259F_2,Geology Secondary Education (GC),2015 - 2015
RA003851,DEGREE,259F_2,Geology Secondary Education (GC),2014 - 2014
RA003852,DEGREE,BS_259F_2,Geology Secondary Education (BS),2015 - 2015
RA003853,DEGREE,BS_259F_2,Geology Secondary Education (BS),2014 - 2014
RA003854,DEGREE,121A_2,Environmental Science (GC),2012 - 2014
RA003855,DEGREE,121A_2,Environmental Science (GC),2010 - 2011
RA003856,DEGREE,121A_2,Environmental Science (GC),2009 - 2009
RA003857,DEGREE,BS_121A_2,Environmental Science (BS),2012 - 2014
RA003858,DEGREE,BS_121A_2,Environmental Science (BS),2010 - 2011
RA003859,DEGREE,BS_121A_2,Environmental Science (BS),2009 - 2009
RA003860,DEGREE,244A_2,Geology (GC),2009 - 2014
RA003861,DEGREE,BS_244A_2,Geology (BS),2009 - 2014
RA003862,DEGREE,BS_244A_2,Geology (BS),2015 - 2018
RA003863,CONC,CHN,Conc in Chinese (SAC),2015 - 2018
RA003864,CONC,JPN,Conc in Japanese (SAC),2015 - 2018
RA003865,OTHER,GENED15,General Education Requirements,2017 - 2018
RA003866,DEGREE,MPA_279B_2,Master of Public Administration,2016 - 2017
RA003867,MAJOR,207*,Major in Biology,2017 - 2019
RA003868,MAJOR,237*,Major in Geography,2017 - 9999
RA003869,CONC,237E,Conc in Climate Change,2017 - 9999
RA003870,CONC,279C,Conc in Town City & County Mgmt,2017 - 2020
RA003871,MAJOR,222*,Major in Romance Languages,2017 - 9999
RA003872,CONC,222C,Conc in French College Teaching,2017 - 2019
RA003873,CONC,222B,Conc in French K-12 Teaching,2017 - 9999
RA003874,CONC,222E,Conc in Spanish College Teaching,2017 - 2019
RA003875,CONC,222D,Conc in Spanish K-12 Teaching,2017 - 9999
RA003876,MAJOR,113*,Major in Engineering Physics,2017 - 2017
RA003877,CONC,113D,Conc in Nanoscience for Advanced Materials,2017 - 2017
RA003878,MAJOR,416A,Major in Curriculum Specialist,2017 - 2019
RA003879,MAJOR,437*,Major in Educational Media,2017 - 2021
RA003880,MAJOR,461A,Cert in New Media Literacies & Global Perspectives,2017 - 2020
RA003881,MAJOR,464A,Cert in Instructional Technology Facilitation,2017 - 2020
RA003882,MAJOR,449A,Cert in Reading Education,2017 - 2019
RA003883,MINOR,445,Minor in Autism Spectrum Disorders,2017 - 2020
RA003884,CONC,135B,Conc in Community & Org Practice,2017 - 9999
RA003885,CONC,135C,Conc in Individuals & Families,2017 - 9999
RA003886,MAJOR,431A,Cert in Instructional Technology Leadership,2017 - 2020
RA003887,CONC,702I,Conc in Literacy in Exceptionalities,2017 - 2017
RA003888,MAJOR,476*,Major in Special Education,2017 - 2018
RA003889,MAJOR,445A,Cert in Autism Spectrum Disorders,2017 - 2019
RA003890,MAJOR,153A,Cert in Climate Change,2017 - 2020
RA003891,MAJOR,702*,Major in Educational Leadership,2017 - 2017
RA003892,CONC,702H,Conc in Instructional Technology Leadership,2017 - 2022
RA003893,MAJOR,841A,Major in Nutrition,2017 - 2018
RA003894,CONC,232D,Conc in Rhetoric and Composition,2017 - 2021
RA003895,MAJOR,224*,Major in Computer Science,2017 - 9999
RA003896,CONC,224B,Conc in Theoretics,2017 - 9999
RA003897,CONC,224C,Conc in Systems,2017 - 9999
RA003898,CONC,224D,Conc in Web & Mobile,2017 - 9999
RA003899,CONC,224E,Conc in Data Science & Visual Computing,2017 - 9999
RA003900,CONC,224F,Conc in Foundations,2017 - 9999
RA003901,CONC,260B,Conc in Mathematics (General),2017 - 2017
RA003902,DEGREE,MA_267C_2,Master of Arts,2017 - 2017
RA003903,DEGREE,MS_224B,Master of Science,2017 - 2017
RA003904,DEGREE,MS_224C,Master of Science,2017 - 2017
RA003905,DEGREE,MS_224D,Master of Science,2017 - 2017
RA003906,DEGREE,MS_224E,Master of Science,2017 - 2017
RA003907,DEGREE,MS_224F,Master of Science,2017 - 2017
RA003908,DEGREE,MBA_305I_2,Master of Business Administration,2014 - 2017
RA003909,DEGREE,MBA_305G_2,Master of Business Administration,2014 - 2017
RA003911,MAJOR,220A,Major in Criminal Justice,2018 - 2018
RA003912,MAJOR,220*,Major in Criminal Justice,2018 - 2018
RA003913,MINOR,205,Minor in Southern Studies,2018 - 2021
RA003914,MAJOR,121A,Major in Environmental Science,2018 - 2023
RA003915,MAJOR,121*,Major in Env Science Environmental Professional,2018 - 2018
RA003916,CONC,121B,Conc in Environmental Professional,2018 - 2018
RA003917,MAJOR,106A,Major in Actuarial Science,2018 - 2018
RA003918,MAJOR,261A,Major in Mathematics (BA),2018 - 2018
RA003919,CONC,260B,Conc in Mathematics (General),2018 - 2020
RA003920,CONC,260D,Conc in Mathematics (Business),2018 - 2018
RA003921,CONC,260E,Conc in Mathematics (Computation),2018 - 2019
RA003922,CONC,260F,Conc in Mathematics (Life Science),2018 - 2019
RA003923,CONC,260G,Conc in Mathematics (Physical Science),2018 - 2018
RA003924,CONC,260H,Conc in Mathematics (Statistics),2018 - 2019
RA003925,MAJOR,380A,Major in Risk Management & Insurance,2018 - 9999
RA003926,CONC,272C,Conc in American Politics,2018 - 2019
RA003927,MINOR,710,Minor in Apparel Design & Merchandising,2018 - 9999
RA003928,MAJOR,521A,Major in Communication (Public Relations),2018 - 2018
RA003929,MAJOR,507A,Major in Communication (Advertising),2018 - 2018
RA003930,MAJOR,517A,Major in Communication (Journalism),2018 - 2018
RA003931,MAJOR,525A,Major in Communication (ElecMedBrdcst),2018 - 2018
RA003932,MAJOR,585A,Major in Communication Studies,2018 - 2019
RA003933,CONC,456E,Conc in Tech Engineering & Design Education,2018 - 2018
